ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
200094,M. Ozdoev,28,https://cdn.sofifa.com/players/200/094/22_60.png,Russia,https://cdn.sofifa.com/flags/ru.png,77,78,,https://cdn.sofifa.com/flags/ru.png,€0,€0,2045,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos9"">RDM",7.0,nan,nan,nan,184cm,78kg,65.0,69.0,57.0,78.0,45.0,77.0,58.0,56.0,76.0,76.0,73.0,77.0,80.0,73.0,74.0,81.0,67.0,78.0,75.0,74.0,77.0,75.0,68.0,74.0,54.0,72.0,nan,76.0,73.0,11.0,8.0,16.0,16.0,15.0,CDM,77.0,nan,73.0
246669,B. Saka,19,https://cdn.sofifa.com/players/246/669/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,88,Arsenal,https://cdn.sofifa.com/teams/1/30.png,€45.5M,€50K,2045,Left,2.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos16"">LM",7.0,"Sep 14, 2018",nan,2025,178cm,65kg,79.0,69.0,45.0,79.0,63.0,84.0,76.0,69.0,63.0,80.0,86.0,82.0,83.0,76.0,83.0,68.0,54.0,77.0,58.0,65.0,66.0,68.0,78.0,79.0,64.0,73.0,nan,69.0,67.0,7.0,8.0,13.0,9.0,13.0,LM,81.0,€95.6M,65.0
211147,V. Lazaro,25,https://cdn.sofifa.com/players/211/147/22_60.png,Austria,https://cdn.sofifa.com/flags/at.png,77,80,SL Benfica,https://cdn.sofifa.com/teams/234/30.png,€14M,€76K,2045,Right,2.0,3.0,4.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",22.0,nan,"<a href=""/team/44/inter/"">Inter</a>","Jun 30, 2022",180cm,75kg,78.0,68.0,49.0,76.0,72.0,80.0,77.0,69.0,72.0,76.0,82.0,74.0,80.0,75.0,77.0,69.0,56.0,68.0,66.0,70.0,65.0,71.0,75.0,74.0,67.0,76.0,nan,70.0,69.0,8.0,13.0,11.0,8.0,8.0,RM,78.0,nan,72.0
159065,20 E. Lavezzi,34,https://cdn.sofifa.com/players/159/065/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,80,80,Hebei FC,https://cdn.sofifa.com/teams/112978/30.png,€8M,€22K,2045,Right,3.0,4.0,4.0,Medium/ Medium,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",22.0,"Feb 17, 2016",nan,2019,173cm,75kg,77.0,77.0,57.0,80.0,77.0,82.0,83.0,78.0,65.0,83.0,81.0,80.0,84.0,81.0,85.0,79.0,78.0,68.0,71.0,78.0,70.0,31.0,82.0,83.0,71.0,78.0,nan,37.0,34.0,6.0,15.0,11.0,9.0,12.0,CAM,81.0,€12.4M,40.0
187052,Y. M'Vila,31,https://cdn.sofifa.com/players/187/052/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,79,Olympiacos CFP,https://cdn.sofifa.com/teams/280/30.png,€12.5M,€2K,2045,Right,2.0,3.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos14"">CM",6.0,"Sep 14, 2020",nan,2023,182cm,80kg,62.0,61.0,62.0,81.0,56.0,73.0,70.0,65.0,80.0,78.0,64.0,65.0,71.0,78.0,63.0,68.0,70.0,82.0,74.0,70.0,83.0,81.0,63.0,74.0,68.0,80.0,nan,76.0,72.0,13.0,9.0,16.0,15.0,7.0,CDM,79.0,€26.3M,75.0
209430,R. Ripart,28,https://cdn.sofifa.com/players/209/430/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,75,ESTAC Troyes,https://cdn.sofifa.com/teams/294/30.png,€6M,€21K,2045,Right,2.0,3.0,3.0,High/ High,Stocky (170-185),No,"<span class=""pos pos28"">SUB",20.0,"Jul 15, 2021",nan,2025,181cm,73kg,68.0,75.0,69.0,70.0,73.0,72.0,65.0,56.0,66.0,75.0,70.0,77.0,68.0,75.0,67.0,80.0,73.0,91.0,86.0,73.0,74.0,64.0,76.0,68.0,72.0,69.0,nan,65.0,58.0,10.0,11.0,10.0,13.0,11.0,ST,75.0,€12M,64.0
230043,F. Maouassa,22,https://cdn.sofifa.com/players/230/043/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,77,80,Club Brugge KV,https://cdn.sofifa.com/teams/231/30.png,€13.5M,€21K,2045,Left,1.0,2.0,3.0,High/ Medium,Stocky (170-),No,"<span class=""pos pos28"">SUB",11.0,"Sep 1, 2021",nan,2024,170cm,73kg,74.0,58.0,61.0,74.0,53.0,76.0,76.0,58.0,69.0,74.0,85.0,84.0,76.0,75.0,82.0,80.0,75.0,78.0,76.0,69.0,74.0,73.0,71.0,68.0,42.0,72.0,nan,74.0,75.0,14.0,8.0,5.0,6.0,9.0,LWB,78.0,€19.9M,73.0
216150,D. Zappacosta,29,https://cdn.sofifa.com/players/216/150/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,79,Atalanta,https://cdn.sofifa.com/teams/39/30.png,€15.5M,€51K,2044,Right,2.0,3.0,3.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos12"">RM",77.0,"Aug 25, 2021",nan,2025,182cm,75kg,81.0,59.0,69.0,75.0,69.0,76.0,74.0,59.0,68.0,74.0,75.0,76.0,71.0,73.0,68.0,75.0,65.0,79.0,66.0,72.0,75.0,76.0,68.0,68.0,59.0,73.0,nan,77.0,78.0,11.0,9.0,8.0,6.0,11.0,RWB,79.0,€26.4M,74.0
254909,O. Dorley,22,https://cdn.sofifa.com/players/254/909/22_60.png,Liberia,https://cdn.sofifa.com/flags/lr.png,75,82,SK Slavia Praha,https://cdn.sofifa.com/teams/266/30.png,€11M,€800,2044,Left,1.0,3.0,4.0,High/ High,Lean (170-185),No,"<span class=""pos pos7"">LB",19.0,"Aug 11, 2019",nan,2023,174cm,63kg,70.0,52.0,63.0,75.0,59.0,78.0,75.0,67.0,75.0,76.0,85.0,85.0,89.0,75.0,85.0,55.0,84.0,87.0,57.0,58.0,74.0,68.0,64.0,76.0,62.0,75.0,nan,69.0,69.0,11.0,6.0,8.0,13.0,5.0,LM,77.0,€25.3M,69.0
213353,20 G. Kanga,28,https://cdn.sofifa.com/players/213/353/20_60.png,Gabon,https://cdn.sofifa.com/flags/ga.png,78,78,AC Sparta Praha,https://cdn.sofifa.com/teams/267/30.png,€10.5M,€1K,2043,Right,1.0,4.0,4.0,High/ Low,Lean (170-),No,"<span class=""pos pos13"">RCM",9.0,"Jan 31, 2018",nan,2020,167cm,65kg,72.0,68.0,57.0,79.0,63.0,78.0,70.0,72.0,81.0,79.0,80.0,71.0,91.0,78.0,91.0,80.0,54.0,83.0,61.0,81.0,63.0,54.0,65.0,79.0,82.0,82.0,nan,59.0,55.0,9.0,15.0,10.0,9.0,9.0,CAM,78.0,€23.1M,45.0
178603,M. Hummels,32,https://cdn.sofifa.com/players/178/603/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,86,86,Borussia Dortmund,https://cdn.sofifa.com/teams/22/30.png,€44M,€95K,2043,Right,4.0,3.0,3.0,High/ High,Normal (185+),Yes,"<span class=""pos pos6"">LCB",15.0,"Jul 1, 2019",nan,2023,191cm,96kg,65.0,57.0,88.0,82.0,61.0,69.0,66.0,53.0,86.0,79.0,47.0,64.0,61.0,88.0,62.0,71.0,70.0,66.0,86.0,49.0,71.0,89.0,57.0,80.0,68.0,89.0,nan,90.0,86.0,15.0,6.0,10.0,5.0,6.0,CB,86.0,€74.8M,90.0
225403,I. Kahveci,25,https://cdn.sofifa.com/players/225/403/22_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,75,78,Fenerbahçe SK,https://cdn.sofifa.com/teams/326/30.png,€7.5M,€40K,2043,Left,1.0,4.0,4.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",17.0,"Jan 31, 2021",nan,2025,176cm,67kg,70.0,67.0,55.0,78.0,60.0,78.0,77.0,77.0,75.0,78.0,75.0,79.0,75.0,75.0,80.0,72.0,62.0,84.0,67.0,72.0,65.0,71.0,67.0,77.0,54.0,74.0,nan,61.0,53.0,13.0,14.0,15.0,15.0,10.0,CAM,77.0,€14.8M,72.0
187754,Marlos,33,https://cdn.sofifa.com/players/187/754/22_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,81,81,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/30.png,€16M,€2K,2043,Left,2.0,3.0,5.0,Medium/ Low,Normal (170-185),No,"<span class=""pos pos12"">RM",11.0,"Jul 4, 2014",nan,2021,174cm,76kg,75.0,76.0,53.0,80.0,68.0,87.0,82.0,72.0,73.0,88.0,77.0,80.0,85.0,75.0,84.0,77.0,66.0,70.0,72.0,78.0,58.0,51.0,72.0,82.0,80.0,84.0,nan,46.0,42.0,6.0,13.0,13.0,8.0,9.0,CAM,81.0,€33.6M,45.0
179944,21 David Luiz,33,https://cdn.sofifa.com/players/179/944/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,Arsenal,https://cdn.sofifa.com/teams/1/30.png,€8.5M,€76K,2043,Right,4.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos4"">RCB",23.0,"Aug 8, 2019",nan,2021,189cm,86kg,68.0,55.0,80.0,77.0,63.0,65.0,70.0,72.0,80.0,78.0,57.0,60.0,66.0,74.0,55.0,81.0,75.0,67.0,77.0,72.0,84.0,78.0,54.0,71.0,75.0,75.0,nan,81.0,78.0,11.0,12.0,10.0,7.0,14.0,CB,79.0,€16.2M,76.0
198141,Bartra,30,https://cdn.sofifa.com/players/198/141/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Real Betis Balompié,https://cdn.sofifa.com/teams/449/30.png,€17.5M,€28K,2043,Right,3.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos4"">RCB",5.0,"Jan 30, 2018",nan,2023,184cm,73kg,57.0,55.0,78.0,79.0,43.0,70.0,66.0,51.0,79.0,78.0,71.0,74.0,70.0,82.0,71.0,73.0,88.0,69.0,74.0,68.0,77.0,83.0,61.0,76.0,52.0,76.0,nan,80.0,81.0,10.0,15.0,13.0,12.0,8.0,CB,80.0,€36.8M,79.0
12445,16 J. Riise,34,https://cdn.sofifa.com/players/012/445/16_60.png,Norway,https://cdn.sofifa.com/flags/no.png,72,72,Aalesunds FK,https://cdn.sofifa.com/teams/1755/30.png,€1M,€15K,2043,Left,2.0,2.0,2.0,High/ High,Stocky (185+),Yes,"<span class=""pos pos16"">LM",6.0,"Mar 11, 2016",nan,2016,188cm,82kg,83.0,56.0,64.0,78.0,72.0,66.0,73.0,71.0,80.0,70.0,53.0,63.0,62.0,76.0,58.0,90.0,69.0,67.0,82.0,69.0,79.0,77.0,66.0,61.0,66.0,nan,74.0,79.0,81.0,16.0,6.0,14.0,11.0,11.0,CDM,76.0,nan,nan
168542,David Silva,35,https://cdn.sofifa.com/players/168/542/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,Real Sociedad,https://cdn.sofifa.com/teams/457/30.png,€22M,€44K,2043,Left,4.0,2.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos18"">CAM",21.0,"Aug 17, 2020",nan,2022,173cm,67kg,83.0,72.0,53.0,90.0,82.0,86.0,82.0,77.0,83.0,90.0,70.0,57.0,84.0,85.0,89.0,72.0,61.0,66.0,45.0,73.0,56.0,50.0,86.0,90.0,75.0,91.0,nan,53.0,29.0,6.0,15.0,7.0,6.0,12.0,CAM,85.0,€46.2M,58.0
235467,M. Moreno,26,https://cdn.sofifa.com/players/235/467/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,77,Atlanta United,https://cdn.sofifa.com/teams/112885/30.png,€7M,€9K,2042,Right,1.0,3.0,5.0,High/ Medium,Lean (170-),No,"<span class=""pos pos15"">LCM",10.0,"Sep 22, 2020",nan,2022,168cm,65kg,71.0,67.0,51.0,73.0,57.0,83.0,77.0,61.0,75.0,82.0,91.0,87.0,93.0,69.0,90.0,73.0,77.0,82.0,52.0,71.0,64.0,65.0,66.0,77.0,65.0,77.0,nan,65.0,53.0,8.0,9.0,15.0,8.0,12.0,CAM,79.0,€11M,53.0
1419,11 P. Vieira,34,https://cdn.sofifa.com/players/001/419/11_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€0,€0,2042,Right,4.0,3.0,2.0,N/A/ N/A,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",24.0,"Sep 2, 2010",nan,2011,192cm,82kg,62.0,40.0,82.0,79.0,62.0,63.0,65.0,56.0,73.0,75.0,58.0,61.0,66.0,72.0,79.0,75.0,78.0,68.0,84.0,68.0,86.0,83.0,74.0,79.0,73.0,nan,68.0,79.0,78.0,10.0,9.0,7.0,15.0,15.0,CDM,77.0,nan,nan
251221,L. Kalvach,25,https://cdn.sofifa.com/players/251/221/22_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,76,80,FC Viktoria Plzeň,https://cdn.sofifa.com/teams/110468/30.png,€9.5M,€1K,2042,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos10"">CDM",23.0,"Jun 21, 2019",nan,2023,183cm,77kg,68.0,59.0,69.0,76.0,59.0,74.0,69.0,69.0,76.0,74.0,72.0,72.0,74.0,76.0,78.0,70.0,73.0,80.0,75.0,70.0,75.0,74.0,66.0,74.0,61.0,76.0,nan,72.0,72.0,5.0,5.0,14.0,6.0,11.0,CDM,77.0,€21.6M,74.0
15723,17 D. Kuyt,35,https://cdn.sofifa.com/players/015/723/17_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,75,Feyenoord,https://cdn.sofifa.com/teams/246/30.png,€1.5M,€15K,2041,Right,3.0,2.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",7.0,"Jul 1, 2015",nan,2017,183cm,84kg,77.0,75.0,80.0,75.0,74.0,69.0,64.0,51.0,70.0,74.0,63.0,68.0,65.0,77.0,61.0,80.0,73.0,83.0,75.0,73.0,75.0,65.0,80.0,74.0,87.0,84.0,62.0,66.0,57.0,8.0,6.0,16.0,11.0,7.0,ST,75.0,nan,nan
244791,P. Hrošovský,29,https://cdn.sofifa.com/players/244/791/22_60.png,Slovakia,https://cdn.sofifa.com/flags/sk.png,74,74,KRC Genk,https://cdn.sofifa.com/teams/673/30.png,€4.1M,€16K,2041,Right,1.0,3.0,3.0,High/ High,Lean (170-185),No,"<span class=""pos pos13"">RCM",17.0,"Aug 16, 2019",nan,2024,172cm,67kg,72.0,68.0,57.0,78.0,70.0,74.0,68.0,68.0,76.0,76.0,72.0,67.0,76.0,72.0,82.0,73.0,76.0,81.0,57.0,70.0,68.0,72.0,66.0,69.0,66.0,75.0,nan,73.0,69.0,13.0,14.0,9.0,6.0,12.0,CM,74.0,€6.2M,71.0
189251,S. Rudy,31,https://cdn.sofifa.com/players/189/251/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,76,TSG Hoffenheim,https://cdn.sofifa.com/teams/10029/30.png,€6M,€32K,2041,Right,2.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",16.0,"Jun 28, 2021",nan,2023,180cm,74kg,71.0,59.0,54.0,80.0,64.0,74.0,81.0,77.0,78.0,80.0,65.0,66.0,74.0,77.0,74.0,69.0,65.0,77.0,64.0,72.0,57.0,79.0,67.0,74.0,69.0,80.0,nan,72.0,69.0,13.0,8.0,13.0,12.0,10.0,CM,76.0,€10.2M,77.0
216320,S. Fofana,26,https://cdn.sofifa.com/players/216/320/22_60.png,Côte d'Ivoire,https://cdn.sofifa.com/flags/ci.png,78,80,Racing Club de Lens,https://cdn.sofifa.com/teams/64/30.png,€17.5M,€32K,2041,Right,2.0,4.0,3.0,High/ High,Normal (185+),No,"<span class=""pos pos15"">LCM",8.0,"Aug 18, 2020",nan,2024,185cm,74kg,62.0,68.0,58.0,80.0,59.0,78.0,62.0,42.0,74.0,80.0,74.0,77.0,74.0,80.0,69.0,77.0,63.0,80.0,81.0,79.0,76.0,78.0,77.0,74.0,56.0,78.0,nan,78.0,70.0,9.0,8.0,9.0,11.0,10.0,CM,80.0,€36.3M,68.0
234741,G. Hamer,24,https://cdn.sofifa.com/players/234/741/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,80,Coventry City,https://cdn.sofifa.com/teams/1800/30.png,€6M,€17K,2041,Right,1.0,3.0,3.0,High/ Medium,Stocky (170-),No,"<span class=""pos pos13"">RCM",38.0,"Jul 3, 2020",nan,2023,169cm,61kg,74.0,63.0,58.0,74.0,66.0,68.0,73.0,73.0,77.0,73.0,71.0,67.0,77.0,73.0,86.0,74.0,72.0,82.0,64.0,74.0,87.0,72.0,65.0,75.0,58.0,72.0,nan,67.0,66.0,12.0,7.0,7.0,9.0,10.0,CM,75.0,€12.6M,67.0
202135,S. Sturaro,28,https://cdn.sofifa.com/players/202/135/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,72,Genoa,https://cdn.sofifa.com/teams/110556/30.png,€2.3M,€13K,2041,Right,2.0,3.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",27.0,"Feb 6, 2019",nan,2022,181cm,80kg,66.0,55.0,68.0,74.0,74.0,73.0,64.0,64.0,72.0,74.0,68.0,68.0,70.0,68.0,65.0,78.0,65.0,70.0,75.0,77.0,86.0,74.0,73.0,68.0,68.0,73.0,nan,77.0,76.0,15.0,10.0,5.0,14.0,11.0,CB,75.0,€4.1M,76.0
230234,Everton Andrão,25,https://cdn.sofifa.com/players/230/234/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,Fluminense,https://cdn.sofifa.com/teams/567/30.png,€17M,€26K,2040,Right,1.0,4.0,2.0,High/ High,Stocky (170-185),No,"<span class=""pos pos11"">LDM",21.0,"Jul 7, 2021",nan,2024,177cm,75kg,75.0,58.0,59.0,78.0,58.0,75.0,48.0,73.0,75.0,77.0,68.0,66.0,76.0,78.0,71.0,72.0,71.0,89.0,68.0,64.0,81.0,79.0,54.0,73.0,61.0,68.0,nan,81.0,77.0,9.0,9.0,14.0,15.0,8.0,CDM,79.0,€32.3M,80.0
216385,R. Ortiz,31,https://cdn.sofifa.com/players/216/385/22_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,74,74,Club Olimpia,https://cdn.sofifa.com/teams/101108/30.png,€3M,€1K,2040,Left,1.0,2.0,3.0,High/ High,Stocky (170-185),No,"<span class=""pos pos15"">LCM",6.0,"Jul 8, 2017",nan,2022,174cm,75kg,59.0,60.0,60.0,72.0,52.0,70.0,61.0,55.0,69.0,70.0,72.0,78.0,84.0,68.0,79.0,82.0,74.0,86.0,79.0,77.0,87.0,75.0,68.0,68.0,61.0,72.0,nan,70.0,65.0,12.0,15.0,16.0,10.0,12.0,CDM,74.0,€6.6M,74.0
193348,X. Shaqiri,29,https://cdn.sofifa.com/players/193/348/22_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,79,79,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/30.png,€17M,€69K,2040,Left,3.0,4.0,5.0,Medium/ Low,Unique,Yes,"<span class=""pos pos12"">RM",29.0,"Aug 24, 2021",nan,2024,169cm,72kg,79.0,70.0,45.0,80.0,76.0,80.0,85.0,82.0,78.0,82.0,77.0,73.0,83.0,77.0,91.0,87.0,51.0,65.0,71.0,81.0,61.0,55.0,75.0,80.0,65.0,79.0,nan,49.0,48.0,13.0,12.0,12.0,11.0,11.0,RM,79.0,€32.3M,35.0
224158,S. Amrabat,24,https://cdn.sofifa.com/players/224/158/22_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,76,79,Fiorentina,https://cdn.sofifa.com/teams/110374/30.png,€9.5M,€36K,2040,Right,1.0,2.0,3.0,Low/ High,Normal (185+),No,"<span class=""pos pos28"">SUB",34.0,"Jan 31, 2020",nan,2024,185cm,70kg,59.0,70.0,61.0,80.0,68.0,71.0,69.0,58.0,71.0,82.0,69.0,69.0,64.0,74.0,82.0,72.0,69.0,78.0,80.0,75.0,75.0,74.0,68.0,68.0,57.0,82.0,nan,73.0,67.0,13.0,13.0,6.0,16.0,12.0,CM,77.0,€16.9M,77.0
41236,Z. Ibrahimović,39,https://cdn.sofifa.com/players/041/236/22_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,84,84,AC Milan,https://cdn.sofifa.com/teams/47/30.png,€14.5M,€51K,2040,Right,5.0,4.0,5.0,Medium/ Low,Unique,Yes,"<span class=""pos pos28"">SUB",11.0,"Jan 2, 2020",nan,2022,195cm,95kg,72.0,86.0,83.0,80.0,88.0,78.0,80.0,75.0,73.0,86.0,64.0,66.0,71.0,83.0,53.0,88.0,79.0,52.0,87.0,88.0,84.0,20.0,89.0,84.0,83.0,90.0,nan,37.0,24.0,13.0,15.0,10.0,9.0,12.0,ST,84.0,€24.7M,28.0
223926,S. Bastien,24,https://cdn.sofifa.com/players/223/926/22_60.png,Congo DR,https://cdn.sofifa.com/flags/cd.png,73,78,Standard de Liège,https://cdn.sofifa.com/teams/232/30.png,€4.6M,€12K,2040,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos13"">RCM",28.0,"Jul 1, 2018",nan,2022,175cm,75kg,69.0,68.0,63.0,76.0,68.0,77.0,73.0,68.0,73.0,79.0,78.0,73.0,74.0,73.0,78.0,72.0,82.0,88.0,64.0,74.0,68.0,71.0,65.0,64.0,67.0,71.0,nan,68.0,61.0,8.0,7.0,9.0,7.0,8.0,RM,76.0,€7.2M,67.0
224196,R. Bensebaini,26,https://cdn.sofifa.com/players/224/196/22_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,79,82,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/30.png,€21M,€31K,2039,Left,2.0,4.0,3.0,High/ Medium,Normal (185+),No,"<span class=""pos pos7"">LB",25.0,"Aug 14, 2019",nan,2023,186cm,82kg,80.0,62.0,81.0,77.0,43.0,77.0,67.0,62.0,68.0,78.0,67.0,77.0,60.0,76.0,63.0,61.0,84.0,79.0,78.0,48.0,83.0,78.0,65.0,63.0,77.0,73.0,nan,77.0,80.0,6.0,13.0,14.0,7.0,14.0,CB,80.0,€37.3M,74.0
202078,D. Nagbe,30,https://cdn.sofifa.com/players/202/078/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,74,74,Columbus Crew,https://cdn.sofifa.com/teams/687/30.png,€3.5M,€8K,2039,Right,1.0,4.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos11"">LDM",6.0,"Nov 13, 2019",nan,2021,175cm,77kg,50.0,61.0,59.0,83.0,70.0,80.0,72.0,68.0,71.0,82.0,77.0,78.0,86.0,79.0,79.0,74.0,75.0,82.0,73.0,70.0,59.0,69.0,62.0,73.0,61.0,83.0,nan,68.0,63.0,6.0,8.0,12.0,7.0,13.0,CAM,76.0,€5.3M,69.0
188103,Rochina,30,https://cdn.sofifa.com/players/188/103/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,77,Granada CF,https://cdn.sofifa.com/teams/110832/30.png,€10M,€24K,2039,Left,1.0,2.0,4.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",21.0,"Aug 21, 2021",nan,2023,182cm,76kg,69.0,74.0,54.0,78.0,68.0,82.0,81.0,77.0,81.0,82.0,71.0,70.0,74.0,73.0,77.0,83.0,63.0,67.0,71.0,83.0,65.0,53.0,73.0,82.0,67.0,82.0,nan,57.0,53.0,7.0,16.0,11.0,13.0,13.0,CAM,78.0,€21M,51.0
245279,Reguilón,24,https://cdn.sofifa.com/players/245/279/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/30.png,€32.5M,€79K,2039,Left,1.0,3.0,3.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos7"">LB",3.0,"Sep 19, 2020",nan,2025,178cm,68kg,82.0,52.0,72.0,78.0,45.0,78.0,73.0,45.0,70.0,81.0,84.0,87.0,75.0,77.0,74.0,72.0,64.0,77.0,65.0,58.0,76.0,78.0,75.0,73.0,42.0,74.0,nan,79.0,79.0,11.0,14.0,9.0,5.0,12.0,LB,81.0,€64.2M,77.0
186551,F. Navarro,32,https://cdn.sofifa.com/players/186/551/22_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,75,75,Club León,https://cdn.sofifa.com/teams/110781/30.png,€3.9M,€21K,2039,Right,1.0,2.0,3.0,High/ Low,Lean (170-),No,"<span class=""pos pos29"">RES",5.0,"Jul 15, 2018",nan,2022,165cm,64kg,75.0,65.0,50.0,77.0,39.0,73.0,65.0,59.0,70.0,70.0,85.0,86.0,78.0,71.0,85.0,68.0,91.0,83.0,62.0,67.0,61.0,62.0,73.0,77.0,64.0,70.0,nan,75.0,73.0,13.0,14.0,6.0,16.0,16.0,RB,75.0,€6.6M,70.0
183108,N. Amrabat,34,https://cdn.sofifa.com/players/183/108/22_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,76,76,AEK Athens,https://cdn.sofifa.com/teams/278/30.png,€3.5M,€1K,2039,Right,2.0,3.0,3.0,High/ Medium,Stocky (170-185),No,"<span class=""pos pos23"">RW",7.0,"Aug 16, 2021",nan,2023,179cm,77kg,77.0,69.0,68.0,75.0,72.0,78.0,82.0,67.0,69.0,75.0,75.0,77.0,82.0,73.0,78.0,81.0,53.0,75.0,87.0,71.0,73.0,54.0,75.0,75.0,72.0,70.0,nan,65.0,55.0,11.0,14.0,7.0,6.0,13.0,RM,76.0,€7.7M,35.0
209288,F. Mollet,29,https://cdn.sofifa.com/players/209/288/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,77,77,Montpellier Hérault SC,https://cdn.sofifa.com/teams/70/30.png,€10.5M,€28K,2039,Right,2.0,4.0,3.0,High/ Medium,Normal (170-),No,"<span class=""pos pos12"">RM",25.0,"Jul 11, 2018",nan,2023,170cm,67kg,72.0,70.0,41.0,79.0,71.0,79.0,77.0,81.0,77.0,80.0,75.0,72.0,81.0,73.0,89.0,85.0,68.0,76.0,57.0,80.0,69.0,54.0,73.0,79.0,69.0,73.0,nan,54.0,44.0,9.0,13.0,12.0,12.0,15.0,CAM,77.0,€21M,53.0
247204,Emerson,22,https://cdn.sofifa.com/players/247/204/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/30.png,€25M,€70K,2039,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos3"">RB",12.0,"Aug 31, 2021",nan,2026,181cm,79kg,77.0,57.0,70.0,77.0,44.0,74.0,73.0,47.0,65.0,77.0,82.0,85.0,74.0,75.0,67.0,77.0,79.0,82.0,74.0,62.0,80.0,72.0,73.0,65.0,48.0,65.0,nan,78.0,79.0,11.0,13.0,9.0,10.0,13.0,RB,79.0,€49.4M,70.0
