coach_id,coach_url,short_name,long_name,dob,nationality_name,coach_face_url,nation_flag_url
187936,/coach/187936/sergio-francisco-ramos/,S. Francisco Ramos,Sergio Francisco Ramos,1979-03-19,Spain,,https://cdn.sofifa.net/flags/es.png
188253,/coach/188253/aritz-mujika-lopez/,A. Mújika López,Aritz Mújika López,1981-11-13,Spain,,https://cdn.sofifa.net/flags/es.png
189541,/coach/189541/henrik-rydstrom/,H. Rydström,Henrik Rydström,1976-02-16,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
189568,/coach/189568/christoffer-andersson/,C. Andersson,Christoffer Andersson,1978-10-22,Sweden,https://cdn.sportmonks.com/images/soccer/players/0/189568.png,https://cdn.sofifa.net/flags/se.png
189622,/coach/189622/christian-jardler/,C. Järdler,Christian Järdler,1982-06-03,Sweden,,https://cdn.sofifa.net/flags/se.png
189742,/coach/189742/dan-kristian-haynes/,D. Haynes,Dan Kristian Haynes,1980-12-20,Sweden,https://cdn.sportmonks.com/images/soccer/players/14/189742.png,https://cdn.sofifa.net/flags/se.png
191444,/coach/191444/tobias-solberg/,T. Solberg,Tobias Solberg,1981-05-17,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
191678,/coach/191678/joakim-persson/,J. Persson,Joakim Persson,1975-04-03,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
191894,/coach/191894/andreas-holmberg/,A. Holmberg,Andreas Holmberg,1984-08-17,Sweden,,https://cdn.sofifa.net/flags/se.png
194144,/coach/194144/amir-azrafshan/,A. Azrafshan,Amir Azrafshan,,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
197165,/coach/197165/marc-schneider/,M. Schneider,Marc Schneider,1980-07-23,Switzerland,,https://cdn.sofifa.net/flags/ch.png
197318,/coach/197318/alessandro-mangiarratti/,A. Mangiarratti,Alessandro Mangiarratti,1978-09-15,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
197728,/coach/197728/marko-ante-rudan/,M. Rudan,Marko Ante Rudan,1975-08-27,Australia,,https://cdn.sofifa.net/flags/au.png
198279,/coach/198279/anthony-braizat/,A. Braizat,Anthony Braizat,1977-08-16,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
198296,/coach/198296/thomas-stamm/,T. Stamm,Thomas Stamm,1983-02-19,Switzerland,,https://cdn.sofifa.net/flags/ch.png
198883,/coach/198883/mattia-croci-torti/,M. Croci-Torti,Mattia Croci-Torti,1982-04-10,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
199825,/coach/199825/omer-erdogan/,Ö. Erdogan,Ömer Erdogan,1977-05-03,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
199962,/coach/199962/senol-can/,Ş. Can,Şenol Can,1983-04-03,Turkey,,https://cdn.sofifa.net/flags/tr.png
199988,/coach/199988/okan-buruk/,O. Buruk,Okan Buruk,1973-10-19,Turkey,,https://cdn.sofifa.net/flags/tr.png
200010,/coach/200010/servet-cetin/,S. Çetin,Servet Çetin,1981-03-17,Turkey,https://cdn.sportmonks.com/images/soccer/players/10/200010.png,https://cdn.sofifa.net/flags/tr.png
200087,/coach/200087/rigobert-song-bahanag/,R. Song Bahanag,Rigobert Song Bahanag,1976-07-01,Cameroon,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cm.png
200291,/coach/200291/volkan-demirel/,V. Demirel,Volkan Demirel,1981-10-27,Turkey,https://cdn.sportmonks.com/images/soccer/players/3/200291.png,https://cdn.sofifa.net/flags/tr.png
201088,/coach/201088/fatih-tekke/,F. Tekke,Fatih Tekke,1977-09-09,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
202007,/coach/202007/muzaffer-bilazer/,M. Bilazer,Muzaffer Bilazer,1977-06-20,Turkey,,https://cdn.sofifa.net/flags/tr.png
204364,/coach/204364/ruslan-rotan/,R. Rotan,Ruslan Rotan,1981-10-29,Ukraine,https://cdn.sportmonks.com/images/soccer/players/12/204364.png,https://cdn.sofifa.net/flags/ua.png
204726,/coach/204726/mariusz-lewandowski/,M. Lewandowski,Mariusz Lewandowski,1979-05-18,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
211194,/coach/211194/lucas-andres-nardi/,L. Nardi,Lucas Andres Nardi,1980-07-09,Argentina,,https://cdn.sofifa.net/flags/ar.png
211391,/coach/211391/guillermo-martin-farre/,G. Farré,Guillermo Martín Farré,1981-03-16,Argentina,https://cdn.sportmonks.com/images/soccer/players/31/211391.png,https://cdn.sofifa.net/flags/ar.png
211449,/coach/211449/walter-gaston-coyette/,W. Coyette,Walter Gastón Coyette,1976-01-28,Argentina,,https://cdn.sofifa.net/flags/ar.png
212007,/coach/212007/juan-pablo-vojvoda/,J. Vojvoda,Juan Pablo Vojvoda,1975-05-13,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212082,/coach/212082/pablo-daniel-de-muner/,P. de Muner,Pablo Daniel de Muner,1981-04-14,Argentina,,https://cdn.sofifa.net/flags/ar.png
212163,/coach/212163/lucas-alfredo-bovaglio/,L. Bovaglio,Lucas Alfredo Bovaglio,1979-04-19,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212494,/coach/212494/raul-adolfo-antuna/,R. Antuña,Raúl Adolfo Antuña,1973-08-31,Argentina,,https://cdn.sofifa.net/flags/ar.png
212873,/coach/212873/cristian-alberto-gonzalez-peret/,C. González Peret,Cristian Alberto González Peret,1974-08-04,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
212901,/coach/212901/jorge-rodrigo-bava/,J. Bava,Jorge Rodrigo Bava,1981-08-02,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
213970,/coach/213970/eduardo-rodrigo-dominguez/,E. Domínguez,Eduardo Rodrigo Domínguez,1978-09-01,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
215856,/coach/215856/rogerio-mucke-ceni/,R. Mücke Ceni,Rogério Mücke Ceni,1973-01-22,Brazil,https://cdn.sportmonks.com/images/soccer/players/16/215856.png,https://cdn.sofifa.net/flags/br.png
216631,/coach/216631/pablo-daniel-escobar-olivetti/,P. Escobar Olivetti,Pablo Daniel Escobar Olivetti,1978-07-12,Bolivia,,https://cdn.sofifa.net/flags/bo.png
216863,/coach/216863/marcio-miranda-freitas-rocha-da-silva/,M. Freitas Rocha da Silva,Marcio Miranda Freitas Rocha da Silva,1981-03-20,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
216896,/coach/216896/pablo-horacio-guinazu/,P. Guiñazú,Pablo Horacio Guiñazú,1978-08-26,Argentina,https://cdn.sportmonks.com/images/soccer/players/0/216896.png,https://cdn.sofifa.net/flags/ar.png
217747,/coach/217747/julio-cesar-caceres-lopez/,J. Cáceres López,Júlio César Cáceres López,1979-10-05,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
219788,/coach/219788/gustavo-javier-canales-bustos/,G. Canales Bustos,Gustavo Javier Canales Bustos,1982-03-30,Chile,,https://cdn.sofifa.net/flags/cl.png
227933,/coach/227933/mario-jorge-maciel-pereira-nascimento/,M. Pereira Nascimento,Mario Jorge Maciel Pereira Nascimento,1979-11-11,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
232657,/coach/232657/sebastian-miguel-miranda-cordova/,S. Miranda Córdova,Sebastián Miguel Miranda Córdova,1980-06-26,Chile,https://cdn.sportmonks.com/images/soccer/players/17/232657.png,https://cdn.sofifa.net/flags/cl.png
232710,/coach/232710/esteban-nestor-conde-quintana/,E. Conde Quintana,Esteban Néstor Conde Quintana,1983-03-04,Uruguay,https://cdn.sportmonks.com/images/soccer/players/6/232710.png,https://cdn.sofifa.net/flags/uy.png
232735,/coach/232735/francisco-esteban-arrue-pardo/,F. Arrué Pardo,Francisco Esteban Arrué Pardo,1977-08-07,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
232813,/coach/232813/ezequiel-luis-medran/,E. Medrán,Ezequiel Luis Medrán,1980-12-28,Argentina,,https://cdn.sofifa.net/flags/ar.png
233202,/coach/233202/nicolas-arnaldo-nunez-rojas/,N. Núñez Rojas,Nicolás Arnaldo Núñez Rojas,1984-09-12,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
233380,/coach/233380/hector-hernan-caputto-gomez/,H. Caputto Gómez,Héctor Hernán Caputto Gómez,1974-10-06,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
235363,/coach/235363/johan-javier-fano-espinoza/,J. Fano Espinoza,Johan Javier Fano Espinoza,1978-08-09,Peru,,https://cdn.sofifa.net/flags/pe.png
235436,/coach/235436/david-fernando-montoya/,D. Montoya,David Fernando Montoya,1978-02-14,Colombia,,https://cdn.sofifa.net/flags/co.png
236047,/coach/236047/mario-humberto-garcia-caboara/,M. García Caboara,Mario Humberto García Caboara,1980-09-14,Mexico,https://cdn.sportmonks.com/images/soccer/players/15/236047.png,https://cdn.sofifa.net/flags/mx.png
238517,/coach/238517/oscar-mario-morera-gomez/,Ó. Morera Gómez,Óscar Mario Morera Gómez,1984-06-15,Colombia,,https://cdn.sofifa.net/flags/co.png
251867,/coach/251867/jaime-arturo-lozano-espin/,J. Lozano Espin,Jaime Arturo Lozano Espin,1978-09-29,Mexico,,https://cdn.sofifa.net/flags/mx.png
251872,/coach/251872/eduardo-german-coudet/,E. Coudet,Eduardo Germán Coudet,1974-09-12,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
251906,/coach/251906/gabriel-ernesto-pereyra-vazquez/,G. Pereyra Vázquez,Gabriel Ernesto Pereyra Vázquez,1978-02-28,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
252276,/coach/252276/juan-francisco-palencia-hernandez/,J. Palencia Hernández,Juan Francisco Palencia Hernández,1973-04-28,Mexico,,https://cdn.sofifa.net/flags/mx.png
252450,/coach/252450/javier-marcelo-gandolfi/,J. Gandolfi,Javier Marcelo Gandolfi,1980-12-05,Argentina,,https://cdn.sofifa.net/flags/ar.png
252486,/coach/252486/rolando-hernan-cristante-mandarino/,R. Cristante Mandarino,Rolando Hernán Cristante Mandarino,1969-09-16,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
252491,/coach/252491/federico-vilar-baudena/,F. Vilar Baudena,Federico Vilar Baudena,1977-05-30,Argentina,https://cdn.sportmonks.com/images/soccer/players/11/252491.png,https://cdn.sofifa.net/flags/ar.png
252596,/coach/252596/gonzalo-pineda-reyes/,G. Pineda Reyes,Gonzalo Pineda Reyes,1982-10-19,Mexico,https://cdn.sportmonks.com/images/soccer/players/20/252596.png,https://cdn.sofifa.net/flags/mx.png
252780,/coach/252780/mauro-nestor-gerk-larrea/,M. Gerk Larrea,Mauro Nestor Gerk Larrea,1977-09-05,Argentina,,https://cdn.sofifa.net/flags/ar.png
254517,/coach/254517/jose-ignacio-pallas-martinez/,J. Pallas Martínez,José Ignacio Pallas Martínez,1983-01-05,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
257375,/coach/257375/troadio-daniel-duarte/,T. Duarte,Troadio Daniel Duarte,1977-03-04,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
257693,/coach/257693/hernan-rodrigo-lopez-mora/,H. López Mora,Hernán Rodrigo López Mora,1978-01-21,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
258416,/coach/258416/guillermo-sandro-salas-suarez/,G. Salas Suarez,Guillermo Sandro Salas Suarez,1974-10-21,Peru,,https://cdn.sofifa.net/flags/pe.png
258715,/coach/258715/juan-carlos-alayo/,J. Alayo,Juan Carlos Alayo,1985-11-18,Peru,,https://cdn.sofifa.net/flags/pe.png
260206,/coach/260206/alexander-jesus-medina-reobasco/,A. Medina Reobasco,Alexander Jesús Medina Reobasco,1978-08-08,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
261388,/coach/261388/ezra-hendrickson/,E. Hendrickson,Ezra Hendrickson,1972-01-16,Saint Vincent and the Grenadines,https://cdn.sportmonks.com/images//soccer/coaches/12/261388.png,https://cdn.sofifa.net/flags/vc.png
261421,/coach/261421/pat-noonan/,P. Noonan,Pat Noonan,1980-02-08,United States,https://cdn.sportmonks.com/images/soccer/players/13/261421.png,https://cdn.sofifa.net/flags/us.png
261512,/coach/261512/josh-wolff/,J. Wolff,Josh Wolff,1977-02-25,United States,https://cdn.sportmonks.com/images/soccer/players/8/261512.png,https://cdn.sofifa.net/flags/us.png
282308,/coach/282308/jose-maria-morr/,J. Morr,José María Morr,1981-04-12,Venezuela,,https://cdn.sofifa.net/flags/ve.png
282927,/coach/282927/leonel-gerardo-vielma-pena/,L. Vielma Peña,Leonel Gerardo Vielma Peña,1978-08-30,Venezuela,,https://cdn.sofifa.net/flags/ve.png
286861,/coach/286861/arthur-zwane/,A. Zwane,Arthur Zwane,1973-09-20,South Africa,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/za.png
308200,/coach/308200/satoshi-yamaguchi/,S. Yamaguchi,Satoshi Yamaguchi,1978-04-17,Japan,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/jp.png
308330,/coach/308330/daiki-iwamasa/,D. Iwamasa,Daiki Iwamasa,1982-01-30,Japan,https://cdn.sportmonks.com/images/soccer/players/10/308330.png,https://cdn.sofifa.net/flags/jp.png
308790,/coach/308790/takayuki-yoshida/,T. Yoshida,Takayuki Yoshida,1977-03-14,Japan,,https://cdn.sofifa.net/flags/jp.png
311397,/coach/311397/junzhe-zhao/,J. Zhao,Junzhe Zhao,1979-04-18,China PR,https://cdn.sportmonks.com/images/soccer/players/5/311397.png,https://cdn.sofifa.net/flags/cn.png
311623,/coach/311623/jinyu-li/,J. Li,Jinyu Li,1977-06-07,China PR,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cn.png
311753,/coach/311753/tao-chen/,T. Chen,Tao Chen,1985-03-11,China PR,https://cdn.sportmonks.com/images/soccer/players/9/311753.png,https://cdn.sofifa.net/flags/cn.png
317694,/coach/317694/ufuk-talay/,U. Talay,Ufuk Talay,1976-03-26,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
319508,/coach/319508/gi-dong-kim/,G. Kim,Gi-Dong Kim,1972-01-12,Korea Republic,,https://cdn.sofifa.net/flags/kr.png
319683,/coach/319683/won-kwon-choi/,W. Choi,Won-Kwon Choi,1981-11-08,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/3/319683.png,https://cdn.sofifa.net/flags/kr.png
319820,/coach/319820/sang-sik-kim/,S. Kim,Sang-Sik Kim,1976-12-17,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/12/319820.png,https://cdn.sofifa.net/flags/kr.png
323355,/coach/323355/danny-hay/,D. Hay,Danny Hay,1975-05-15,New Zealand,,https://cdn.sofifa.net/flags/nz.png
328728,/coach/328728/kevin-muscat/,K. Muscat,Kevin Muscat,1973-08-07,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
335781,/coach/335781/sergiy-rebrov/,S. Rebrov,Sergiy Rebrov,1974-06-03,Ukraine,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ua.png
344426,/coach/344426/markus-anfang/,M. Anfang,Markus Anfang,1974-06-12,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
347590,/coach/347590/stephan-helm/,S. Helm,Stephan Helm,1983-04-10,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
351097,/coach/351097/thomas-schnoll/,T. Schnöll,Thomas Schnöll,1991-09-23,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
361268,/coach/361268/pierre-aristouy/,P. Aristouy,Pierre Aristouy,1979-12-30,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
364995,/coach/364995/davide-nicola/,D. Nicola,Davide Nicola,1973-03-05,Italy,,https://cdn.sofifa.net/flags/it.png
367568,/coach/367568/alessio-dionisi/,A. Dionisi,Alessio Dionisi,1980-04-01,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
368745,/coach/368745/jorgen-isnes/,J. Isnes,Jørgen Isnes,1979-08-30,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
374099,/coach/374099/artur-sadirov/,A. Sadirov,Artur Sadirov,1985-03-22,Russia,,https://cdn.sofifa.net/flags/ru.png
387349,/coach/387349/kenan-askan/,K. Askan,Kenan Askan,1981-06-01,Turkey,,https://cdn.sofifa.net/flags/tr.png
407742,/coach/407742/hugo-benjamin-ibarra/,H. Ibarra,Hugo Benjamin Ibarra,1974-01-04,Argentina,,https://cdn.sofifa.net/flags/ar.png
407770,/coach/407770/raphael-wicky/,R. Wicky,Raphaël Wicky,1977-04-26,Switzerland,,https://cdn.sofifa.net/flags/ch.png
407845,/coach/407845/igor-tudor/,I. Tudor,Igor Tudor,1978-04-16,Croatia,https://cdn.sportmonks.com/images/soccer/players/5/407845.png,https://cdn.sofifa.net/flags/hr.png
412537,/coach/412537/facundo-sava/,F. Sava,Facundo Sava,1974-03-07,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
417286,/coach/417286/alexander-ende/,A. Ende,Alexander Ende,1979-09-19,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
417317,/coach/417317/edin-terzic/,E. Terzic,Edin Terzic,1982-10-30,Croatia,https://cdn.sportmonks.com/images//soccer/coaches/5/417317.png,https://cdn.sofifa.net/flags/hr.png
419564,/coach/419564/humberto-viviani-ribera/,H. Viviani Ribera,Humberto Viviani Ribera,1980-10-12,Bolivia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/bo.png
429896,/coach/429896/ariel-enrique-holan/,A. Holan,Ariel Enrique Holan,1960-09-14,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
429917,/coach/429917/oscar-alexander-pareja-gomez/,Ó. Pareja Gómez,Óscar Alexander Pareja Gómez,1968-08-10,Colombia,https://cdn.sportmonks.com/images/soccer/players/29/429917.png,https://cdn.sofifa.net/flags/co.png
429924,/coach/429924/caleb-porter/,C. Porter,Caleb Porter,1975-02-18,United States,https://cdn.sportmonks.com/images/soccer/players/4/429924.png,https://cdn.sofifa.net/flags/us.png
429937,/coach/429937/brian-schmetzer/,B. Schmetzer,Brian Schmetzer,1962-08-18,United States,https://cdn.sportmonks.com/images//soccer/coaches/17/429937.png,https://cdn.sofifa.net/flags/us.png
429940,/coach/429940/adrian-heath/,A. Heath,Adrian Heath,1961-01-11,England,https://cdn.sportmonks.com/images//soccer/coaches/20/429940.png,https://cdn.sofifa.net/flags/gb-eng.png
438064,/coach/438064/lucas-pusineri/,L. Pusineri,Lucas Pusineri,1976-07-17,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
452677,/coach/452677/magnus-haglund/,M. Haglund,Magnus Haglund,1973-04-15,Sweden,https://cdn.sportmonks.com/images/soccer/players/5/452677.png,https://cdn.sofifa.net/flags/se.png
452683,/coach/452683/graham-potter/,G. Potter,Graham Potter,1975-05-20,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
452689,/coach/452689/mikael-stahre/,M. Stahre,Mikael Stahre,1975-07-05,Sweden,https://cdn.sportmonks.com/images/soccer/players/17/452689.png,https://cdn.sofifa.net/flags/se.png
452732,/coach/452732/kjetil-knutsen/,K. Knutsen,Kjetil Knutsen,1968-10-02,Norway,https://cdn.sportmonks.com/images/soccer/players/28/452732.png,https://cdn.sofifa.net/flags/no.png
452761,/coach/452761/osman-ozkoylu/,O. Özköylü,Osman Özköylü,1971-08-26,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
452767,/coach/452767/klaus-schmidt/,K. Schmidt,Klaus Schmidt,1967-10-21,Austria,,https://cdn.sofifa.net/flags/at.png
452818,/coach/452818/myung-bo-hong/,M. Hong,Myung-Bo Hong,1969-02-12,Korea Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/kr.png
452862,/coach/452862/thomas-silberberger/,T. Silberberger,Thomas Silberberger,1973-06-03,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
452906,/coach/452906/jaime-de-la-pava-marquez/,J. de la Pava Márquez,Jaime de la Pava Márquez,1967-04-14,Colombia,,https://cdn.sofifa.net/flags/co.png
452916,/coach/452916/luiz-elena-felipe-scolari/,L. Scolari,Luiz Elena Felipe Scolari,1948-11-09,Brazil,https://cdn.sportmonks.com/images/soccer/players/20/452916.png,https://cdn.sofifa.net/flags/br.png
452946,/coach/452946/diego-pablo-simeone/,D. Simeone,Diego Pablo Simeone,1970-04-28,Argentina,https://cdn.sportmonks.com/images/soccer/players/18/452946.png,https://cdn.sofifa.net/flags/ar.png
453012,/coach/453012/sebastian-beccacece/,S. Beccacece,Sebastián Beccacece,1980-12-17,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
453032,/coach/453032/yong-soo-choi/,Y. Choi,Yong-Soo Choi,1973-09-10,Korea Republic,,https://cdn.sofifa.net/flags/kr.png
455343,/coach/455343/slaven-bilic/,S. Bilić,Slaven Bilić,1968-09-11,Croatia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/hr.png
455344,/coach/455344/tony-mowbray/,T. Mowbray,Tony Mowbray,1963-11-22,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455350,/coach/455350/paul-cook/,P. Cook,Paul Cook,1967-02-22,England,,https://cdn.sofifa.net/flags/gb-eng.png
455353,/coach/455353/jurgen-klopp/,J. Klopp,Jürgen Klopp,1967-06-16,Germany,https://cdn.sportmonks.com/images/soccer/players/25/455353.png,https://cdn.sofifa.net/flags/de.png
455355,/coach/455355/david-moyes/,D. Moyes,David Moyes,1963-04-25,Scotland,https://cdn.sportmonks.com/images/soccer/players/27/455355.png,https://cdn.sofifa.net/flags/gb-sct.png
455357,/coach/455357/karl-robinson/,K. Robinson,Karl Robinson,1980-09-13,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455361,/coach/455361/josep-guardiola-i-sala/,J. Guardiola i Sala,Josep Guardiola i Sala,1971-01-18,Spain,https://cdn.sportmonks.com/images/soccer/players/1/455361.png,https://cdn.sofifa.net/flags/es.png
455363,/coach/455363/slavisa-jokanovic/,S. Jokanović,Slaviša Jokanović,1968-08-16,Serbia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/rs.png
455372,/coach/455372/ronald-koeman/,R. Koeman,Ronald Koeman,1963-03-21,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
455375,/coach/455375/jose-mario-felix-dos-santos-mourinho/,José Mourinho,José Mario Felix dos Santos Mourinho,1963-01-26,Portugal,https://cdn.sportmonks.com/images/soccer/players/15/455375.png,https://cdn.sofifa.net/flags/pt.png
455384,/coach/455384/antonio-conte/,A. Conte,Antonio Conte,1969-07-31,Italy,https://cdn.sportmonks.com/images/soccer/players/24/455384.png,https://cdn.sofifa.net/flags/it.png
455387,/coach/455387/rafael-benitez-maudes/,R. Benítez Maudes,Rafael Benítez Maudes,1960-04-16,Spain,https://cdn.sportmonks.com/images/soccer/players/27/455387.png,https://cdn.sofifa.net/flags/es.png
455424,/coach/455424/marco-alexandre-saraiva-da-silva/,M. Saraiva da Silva,Marco Alexandre Saraiva da Silva,1977-07-12,Portugal,https://cdn.sportmonks.com/images/soccer/players/0/455424.png,https://cdn.sofifa.net/flags/pt.png
455453,/coach/455453/gary-rowett/,G. Rowett,Gary Rowett,1974-03-06,England,,https://cdn.sofifa.net/flags/gb-eng.png
455458,/coach/455458/mark-hughes/,M. Hughes,Mark Hughes,1963-11-01,Wales,https://cdn.sportmonks.com/images//soccer/coaches/2/455458.png,https://cdn.sofifa.net/flags/gb-wls.png
455461,/coach/455461/sean-dyche/,S. Dyche,Sean Dyche,1971-06-28,England,https://cdn.sportmonks.com/images/soccer/players/5/455461.png,https://cdn.sofifa.net/flags/gb-eng.png
455462,/coach/455462/gary-bowyer/,G. Bowyer,Gary Bowyer,1971-06-26,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455489,/coach/455489/mark-robins/,M. Robins,Mark Robins,1969-12-22,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455493,/coach/455493/jose-miguel-gonzalez-martin-del-campo/,J. González Martín del Campo,José Miguel González Martín del Campo,1963-03-23,Spain,https://cdn.sportmonks.com/images/soccer/players/5/455493.png,https://cdn.sofifa.net/flags/es.png
455570,/coach/455570/nigel-clough/,N. Clough,Nigel Clough,1966-03-19,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455607,/coach/455607/darren-ferguson/,D. Ferguson,Darren Ferguson,1972-02-09,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
455648,/coach/455648/jose-mel-perez/,J. Mel Pérez,José Mel Pérez,1963-02-28,Spain,https://cdn.sportmonks.com/images/soccer/players/0/455648.png,https://cdn.sofifa.net/flags/es.png
455672,/coach/455672/lucien-favre/,L. Favre,Lucien Favre,1957-11-02,Switzerland,https://cdn.sportmonks.com/images/soccer/players/24/455672.png,https://cdn.sofifa.net/flags/ch.png
455701,/coach/455701/peter-zeidler/,P. Zeidler,Peter Zeidler,1962-08-08,Germany,https://cdn.sportmonks.com/images/soccer/players/21/455701.png,https://cdn.sofifa.net/flags/de.png
455705,/coach/455705/jindrich-trpisovsky/,J. Trpišovský,Jindřich Trpišovský,1976-02-27,Czech Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cz.png
